@relation dataset_ecoswap

@attribute product_id numeric
@attribute days_published numeric
@attribute interactions numeric
@attribute user_success_history numeric
@attribute user_rating {regular,malo,bueno}
@attribute location {barranquilla,medellin,bogota,cartagena,cali,'santa marta',riohacha}
@attribute exchange_successful {False,True}

@data
1948,17,355,482,malo,medellin,True
281,94,223,359,malo,riohacha,True
1905,1,157,304,malo,cartagena,False
683,39,30,224,bueno,barranquilla,True
1139,63,463,119,malo,medellin,True
950,79,42,414,bueno,bogota,False
1912,64,260,313,malo,medellin,False
1129,18,235,427,regular,riohacha,True
443,58,427,233,malo,riohacha,True
1087,15,334,321,regular,medellin,False
389,54,76,74,regular,riohacha,False
635,16,264,70,regular,'santa marta',False
11,88,166,494,malo,medellin,False
942,61,227,140,bueno,barranquilla,True
1161,33,413,451,malo,bogota,True
502,86,445,339,bueno,riohacha,True
1276,43,211,371,malo,cartagena,True
490,16,263,457,regular,barranquilla,True
1060,90,149,288,malo,bogota,False
314,25,311,456,malo,'santa marta',False
1343,74,245,364,malo,barranquilla,True
1983,17,37,232,regular,bogota,False
30,91,262,224,bueno,'santa marta',True
1536,47,213,427,regular,riohacha,True
1574,72,74,334,malo,riohacha,False
165,43,14,489,bueno,medellin,True
582,21,254,260,malo,bogota,False
617,19,73,286,malo,cartagena,False
899,8,405,371,malo,medellin,False
1578,82,297,190,regular,cali,False
441,22,364,499,malo,cartagena,True
714,45,151,160,malo,cali,False
1716,56,212,484,regular,bogota,False
711,44,142,422,bueno,cartagena,False
958,78,425,154,malo,barranquilla,True
1311,51,198,487,bueno,'santa marta',True
123,28,20,72,malo,medellin,False
621,28,70,313,malo,'santa marta',False
148,14,268,206,bueno,'santa marta',True
1210,23,14,489,regular,cartagena,False
1626,62,395,186,malo,medellin,True
1163,27,295,388,bueno,bogota,True
1254,47,14,128,bueno,barranquilla,True
1363,67,260,213,regular,riohacha,True
675,45,12,237,regular,medellin,False
273,1,299,213,regular,bogota,False
192,27,261,174,regular,bogota,True
1135,51,466,300,malo,medellin,True
1926,53,72,110,malo,barranquilla,False
230,19,485,484,malo,bogota,True
1057,12,255,381,malo,cali,False
990,18,449,328,malo,cartagena,True
1107,64,39,172,bueno,barranquilla,False
1388,33,408,461,malo,riohacha,True
1677,59,216,256,malo,medellin,False
250,16,293,174,regular,barranquilla,True
1159,15,19,401,regular,riohacha,True
613,19,229,149,regular,medellin,False
150,9,237,493,regular,bogota,True
1968,82,353,432,regular,riohacha,True
447,42,107,344,bueno,bogota,False
1643,30,247,142,regular,bogota,True
1428,9,399,210,regular,'santa marta',True
64,8,459,100,malo,cali,True
712,45,292,184,regular,cali,True
1074,10,380,234,malo,'santa marta',True
200,62,303,219,regular,cali,True
1944,25,441,215,regular,medellin,True
500,16,241,168,malo,barranquilla,True
1667,46,60,358,regular,cali,True
691,13,468,224,malo,bogota,True
349,21,192,374,bueno,riohacha,True
385,67,89,184,regular,barranquilla,False
1891,81,174,212,regular,'santa marta',True
98,24,412,457,malo,cali,True
1024,31,261,490,malo,medellin,False
455,60,203,270,regular,cartagena,False
1124,62,224,472,bueno,medellin,True
564,2,161,224,bueno,medellin,True
1819,30,424,316,bueno,riohacha,True
1444,85,142,436,malo,'santa marta',False
312,89,290,495,malo,cali,False
1346,97,35,97,malo,cali,False
117,8,404,244,malo,barranquilla,True
1327,78,325,122,malo,bogota,False
14,22,174,494,bueno,'santa marta',True
556,74,439,267,regular,cali,True
1624,46,137,121,malo,riohacha,False
911,61,13,59,bueno,medellin,False
341,30,304,274,regular,medellin,False
994,40,333,291,regular,cali,True
637,39,200,284,regular,cali,False
996,42,87,158,regular,'santa marta',False
1014,94,436,332,malo,riohacha,True
986,25,467,89,regular,bogota,True
956,28,120,252,regular,cartagena,False
1259,52,186,177,bueno,barranquilla,True
1368,34,419,122,malo,barranquilla,False
303,54,129,357,malo,riohacha,False
606,17,42,435,regular,barranquilla,False
1886,84,431,71,regular,'santa marta',True
544,50,152,448,regular,bogota,False
492,64,108,71,regular,cartagena,True
725,57,331,153,malo,cartagena,True
116,81,24,337,malo,'santa marta',False
135,99,228,339,regular,medellin,True
384,33,455,79,regular,cartagena,True
569,8,432,62,malo,riohacha,True
904,67,138,150,malo,cartagena,True
1940,3,467,463,regular,bogota,True
395,47,93,281,malo,cali,False
551,12,146,105,malo,cali,False
55,9,22,334,malo,bogota,False
1646,62,325,254,regular,riohacha,True
963,59,29,327,malo,riohacha,False
1471,92,327,107,malo,medellin,False
258,20,485,301,malo,cartagena,True
866,98,40,467,malo,medellin,False
1747,28,313,388,malo,'santa marta',True
1399,47,120,397,regular,bogota,True
918,42,338,83,regular,barranquilla,True
1033,75,368,303,malo,'santa marta',True
425,14,153,110,bueno,bogota,False
1989,54,307,100,regular,cartagena,True
960,2,130,427,malo,medellin,False
356,61,176,71,malo,cali,True
536,80,152,156,malo,cartagena,True
807,5,68,259,regular,medellin,False
326,33,232,484,regular,riohacha,True
1078,40,271,423,malo,cali,False
974,28,290,198,regular,cali,True
229,1,175,392,regular,barranquilla,False
1668,88,428,242,malo,bogota,True
318,66,458,241,regular,'santa marta',True
1510,73,344,87,regular,riohacha,True
1017,62,391,238,bueno,'santa marta',True
184,30,326,479,regular,cartagena,True
1945,94,93,464,bueno,barranquilla,False
1194,45,219,129,bueno,riohacha,True
1066,77,374,79,malo,'santa marta',False
915,5,493,297,bueno,cartagena,True
812,37,128,272,regular,riohacha,False
1404,67,479,219,regular,cali,True
280,31,39,316,regular,medellin,True
1421,30,196,339,regular,medellin,True
659,42,300,187,bueno,cartagena,True
1413,98,184,485,bueno,bogota,True
198,27,301,174,regular,barranquilla,False
78,63,173,449,bueno,cartagena,False
839,65,130,236,malo,barranquilla,True
1768,80,443,305,malo,barranquilla,False
60,92,297,380,regular,barranquilla,False
1086,75,315,290,regular,bogota,True
251,97,20,446,regular,'santa marta',False
1927,8,87,414,regular,bogota,False
1942,46,362,340,bueno,riohacha,True
535,24,72,114,malo,medellin,False
484,1,77,419,bueno,medellin,False
1842,10,361,445,regular,barranquilla,True
1990,86,59,198,bueno,cartagena,True
1860,33,64,205,bueno,riohacha,True
1230,9,394,54,bueno,bogota,True
1548,70,26,159,malo,cali,False
1406,12,217,261,regular,'santa marta',False
1320,93,78,339,regular,riohacha,True
1778,89,35,469,regular,barranquilla,False
929,49,405,212,malo,bogota,True
1420,74,21,481,regular,barranquilla,False
1325,18,90,332,malo,'santa marta',False
1231,51,24,106,malo,cali,False
1951,38,291,232,regular,medellin,True
1127,42,86,50,regular,barranquilla,True
308,36,5,277,bueno,riohacha,True
1831,22,227,271,malo,riohacha,True
1397,2,220,452,malo,cartagena,True
1707,32,273,320,regular,'santa marta',False
1349,92,499,297,bueno,riohacha,True
739,12,342,153,malo,cali,True
886,34,7,186,malo,bogota,False
1814,64,120,475,malo,cali,False
228,97,421,428,regular,'santa marta',True
1204,20,90,71,malo,cartagena,False
1442,70,376,126,bueno,medellin,True
1592,98,316,67,regular,cali,True
883,84,62,142,malo,bogota,False
854,38,156,157,regular,medellin,False
1569,14,403,125,bueno,'santa marta',True
1032,92,480,400,regular,medellin,True
562,95,108,488,regular,'santa marta',False
515,90,362,203,bueno,cali,True
1179,38,449,439,regular,medellin,True
900,4,246,104,bueno,cali,False
1322,16,75,372,malo,medellin,False
775,25,256,487,regular,cali,True
52,89,388,472,bueno,bogota,True
440,62,498,371,malo,cali,True
344,54,90,196,regular,bogota,True
545,35,19,356,bueno,medellin,False
1016,62,211,496,regular,'santa marta',False
1082,63,183,71,malo,cali,True
1251,40,71,133,malo,medellin,False
717,21,66,380,malo,cali,False
1671,77,450,66,malo,cartagena,True
1805,66,63,449,bueno,medellin,True
478,62,106,123,malo,medellin,False
743,72,490,361,regular,cartagena,True
1354,8,468,74,regular,medellin,True
1160,29,23,177,regular,'santa marta',False
693,58,248,282,bueno,cartagena,True
1869,98,357,123,malo,bogota,False
851,66,99,203,regular,medellin,False
1280,24,76,461,bueno,bogota,True
1791,42,150,260,regular,bogota,True
101,60,35,326,regular,cali,False
465,52,381,70,regular,medellin,True
83,74,183,474,malo,cartagena,False
435,86,43,283,bueno,cartagena,False
1720,9,66,273,malo,medellin,False
1156,72,3,320,malo,barranquilla,False
952,56,113,165,regular,cartagena,False
594,24,167,195,regular,riohacha,True
1448,34,21,140,malo,cartagena,False
601,13,302,259,malo,barranquilla,False
1155,51,184,386,regular,'santa marta',False
372,24,454,233,regular,medellin,True
1633,30,375,473,regular,medellin,True
1324,19,137,256,malo,bogota,False
462,99,275,207,regular,medellin,False
1157,42,191,149,regular,cartagena,True
609,89,109,378,regular,cartagena,False
1919,27,194,76,bueno,cali,True
1297,84,146,173,regular,cali,False
592,82,374,404,regular,cartagena,False
616,61,387,222,regular,cali,True
1665,56,134,354,regular,cartagena,True
66,35,12,250,bueno,medellin,False
583,36,409,189,bueno,'santa marta',True
671,86,158,220,bueno,'santa marta',False
1754,62,401,488,malo,'santa marta',True
1298,49,319,329,malo,'santa marta',True
272,82,251,150,bueno,riohacha,True
1709,13,108,188,malo,cartagena,False
298,48,380,196,malo,riohacha,True
1475,2,152,279,malo,cartagena,False
1068,33,181,406,malo,medellin,True
964,56,97,403,malo,medellin,False
959,88,129,438,bueno,medellin,False
821,51,316,210,regular,bogota,True
1834,96,334,349,malo,medellin,False
1192,68,302,196,malo,barranquilla,False
557,43,242,462,malo,cali,False
405,43,267,243,malo,bogota,True
432,32,300,194,bueno,medellin,True
1063,38,347,392,malo,'santa marta',False
542,24,68,149,malo,riohacha,False
1579,95,164,209,bueno,cartagena,True
1316,30,475,416,bueno,cali,True
147,90,125,324,regular,cali,False
1291,26,228,315,regular,riohacha,True
909,32,389,190,regular,barranquilla,True
1115,60,149,100,malo,cali,False
1174,66,72,437,bueno,'santa marta',False
1777,45,190,458,bueno,medellin,True
205,24,118,183,regular,cali,False
253,59,285,403,malo,cali,False
1405,87,106,483,regular,barranquilla,False
494,69,39,240,regular,cali,False
1908,15,311,126,malo,cartagena,True
1197,95,425,138,malo,medellin,True
1013,4,139,329,regular,cartagena,False
553,65,164,470,malo,medellin,False
1648,25,131,482,malo,riohacha,False
496,93,159,254,bueno,'santa marta',True
328,21,76,288,bueno,medellin,False
475,55,291,72,regular,cartagena,True
245,69,404,373,regular,medellin,False
898,16,219,409,malo,riohacha,False
195,3,460,79,regular,'santa marta',True
1658,12,189,120,malo,cartagena,False
97,53,131,328,malo,barranquilla,False
777,10,25,106,bueno,'santa marta',True
1913,25,406,380,malo,medellin,True
1568,7,427,136,regular,riohacha,True
755,28,158,248,regular,medellin,False
1260,57,55,359,bueno,barranquilla,False
1195,2,411,428,bueno,bogota,True
1039,62,360,237,regular,riohacha,True
1030,66,38,414,malo,cali,False
1362,54,90,186,regular,barranquilla,True
342,38,69,401,malo,cartagena,False
1847,50,120,367,malo,barranquilla,True
398,66,305,237,malo,medellin,True
520,94,406,258,malo,'santa marta',False
353,64,161,336,malo,riohacha,False
1029,6,138,328,bueno,barranquilla,False
949,52,21,203,bueno,cali,False
954,14,192,315,malo,medellin,False
1371,88,313,155,regular,barranquilla,False
1430,66,160,65,regular,bogota,False
152,15,40,468,malo,barranquilla,False
176,45,381,393,regular,bogota,True
1353,93,421,463,malo,cali,True
581,89,441,389,malo,riohacha,False
850,14,393,423,malo,riohacha,True
1051,26,105,261,malo,'santa marta',False
600,55,188,62,regular,medellin,True
487,48,345,461,bueno,barranquilla,True
265,20,206,324,regular,cartagena,False
1490,99,198,234,regular,'santa marta',False
1180,13,388,426,malo,barranquilla,True
780,5,253,223,bueno,cartagena,True
1521,3,49,132,bueno,cali,False
912,51,213,277,bueno,cali,True
1639,49,412,190,bueno,riohacha,True
488,89,350,415,regular,barranquilla,False
173,28,41,374,malo,cartagena,False
5,61,77,50,malo,'santa marta',False
1763,77,225,396,regular,bogota,False
1075,44,226,431,regular,cali,True
1575,59,8,288,regular,'santa marta',False
1477,65,61,469,regular,cali,True
1092,95,414,81,regular,cartagena,True
1464,53,425,186,bueno,bogota,True
751,8,291,282,regular,cartagena,True
1634,25,21,224,bueno,barranquilla,True
1850,47,183,433,regular,riohacha,False
130,48,105,149,regular,medellin,False
668,83,208,421,bueno,'santa marta',False
841,5,267,495,malo,bogota,False
1898,59,93,225,malo,riohacha,False
420,45,454,447,malo,'santa marta',True
1130,40,345,216,bueno,cali,True
969,38,232,246,regular,cartagena,True
648,75,172,102,regular,'santa marta',False
1609,16,129,283,bueno,bogota,False
304,33,264,401,malo,medellin,False
1007,33,277,427,bueno,barranquilla,True
218,3,171,327,bueno,cali,False
380,63,331,313,regular,cartagena,True
320,35,114,291,regular,barranquilla,False
514,90,173,398,regular,'santa marta',False
573,90,476,413,bueno,riohacha,True
1283,52,486,131,bueno,barranquilla,True
657,13,264,405,bueno,'santa marta',True
1955,86,312,491,regular,'santa marta',True
1212,90,418,163,malo,riohacha,True
917,92,181,204,malo,bogota,False
1241,21,202,417,malo,barranquilla,False
268,52,276,57,malo,barranquilla,False
579,29,78,250,regular,cali,False
1395,60,163,460,regular,cartagena,True
1069,6,160,74,regular,riohacha,False
208,32,458,250,regular,riohacha,True
159,52,100,113,regular,riohacha,False
310,84,86,124,bueno,cali,False
543,12,50,387,malo,barranquilla,False
669,8,106,73,malo,riohacha,False
877,4,231,130,regular,bogota,False
151,79,18,451,malo,cartagena,False
1328,47,61,401,bueno,barranquilla,False
61,60,188,315,malo,riohacha,False
454,53,292,167,regular,riohacha,True
1485,40,177,403,bueno,barranquilla,True
631,52,428,359,regular,cartagena,True
737,57,427,53,regular,medellin,True
846,47,463,323,malo,medellin,True
1561,16,262,84,bueno,barranquilla,True
128,34,435,362,regular,cartagena,True
957,87,393,90,regular,medellin,True
534,16,170,170,malo,bogota,False
1465,71,161,387,regular,bogota,False
773,69,276,151,malo,'santa marta',False
731,31,196,461,malo,medellin,False
1554,15,254,146,regular,riohacha,True
1120,5,238,243,malo,cartagena,True
107,89,353,478,malo,bogota,False
953,86,105,392,regular,riohacha,False
1735,79,128,131,malo,barranquilla,False
590,99,323,77,regular,medellin,True
86,95,300,284,malo,cartagena,True
856,98,494,334,malo,cartagena,True
1580,94,485,95,malo,medellin,False
872,30,221,401,bueno,cartagena,False
366,30,381,326,malo,riohacha,False
1136,38,258,218,malo,cartagena,False
972,64,203,361,malo,'santa marta',True
1895,21,147,169,regular,cartagena,True
235,32,120,158,regular,'santa marta',False
138,91,418,470,regular,bogota,True
20,2,375,299,bueno,cali,True
642,14,58,167,bueno,bogota,True
1581,39,85,421,regular,bogota,False
122,41,382,112,malo,medellin,True
1172,68,186,238,regular,bogota,True
638,53,50,276,malo,bogota,False
985,84,173,203,regular,bogota,True
1682,54,476,429,malo,riohacha,True
1967,64,380,78,malo,cartagena,True
1711,73,350,479,regular,'santa marta',True
1784,60,281,417,malo,barranquilla,False
352,28,73,238,regular,cartagena,False
396,86,473,185,regular,medellin,True
1803,12,327,491,regular,bogota,False
1901,19,21,105,regular,bogota,True
58,2,3,499,regular,barranquilla,False
1493,55,330,263,regular,cartagena,False
1802,93,173,462,regular,bogota,False
1041,66,329,375,regular,cartagena,True
1011,70,366,244,regular,medellin,True
608,84,167,186,malo,barranquilla,True
1238,23,488,82,bueno,medellin,True
1451,25,131,228,bueno,cartagena,True
580,36,77,70,regular,barranquilla,False
1770,92,354,442,bueno,'santa marta',True
1246,57,57,499,regular,cartagena,False
1725,42,47,288,malo,medellin,False
1187,29,491,439,malo,riohacha,True
63,44,14,259,regular,medellin,False
989,67,428,181,bueno,medellin,True
175,42,316,425,regular,medellin,False
1147,53,88,98,malo,riohacha,False
47,21,383,381,regular,bogota,True
362,49,489,443,regular,cali,True
1737,72,67,382,regular,'santa marta',False
527,10,9,374,malo,riohacha,False
237,32,312,299,bueno,medellin,True
471,63,27,263,regular,barranquilla,False
1070,50,351,161,malo,medellin,True
1481,26,43,86,regular,riohacha,False
449,15,303,264,malo,riohacha,True
910,50,65,222,malo,barranquilla,False
1954,63,340,284,regular,riohacha,False
971,15,284,188,bueno,cartagena,True
1113,11,149,240,malo,barranquilla,True
849,85,83,407,bueno,barranquilla,True
1957,88,141,52,bueno,barranquilla,False
119,35,4,221,bueno,riohacha,True
1339,55,198,203,bueno,medellin,True
705,25,288,362,regular,cartagena,True
1331,94,259,282,regular,barranquilla,True
215,12,133,450,malo,riohacha,False
1181,31,104,482,malo,bogota,False
457,68,271,102,regular,riohacha,False
1873,4,201,328,bueno,bogota,False
1140,15,436,311,bueno,cartagena,True
450,54,117,169,bueno,cali,False
587,64,263,150,malo,'santa marta',False
630,25,5,77,malo,cali,False
24,33,459,223,malo,riohacha,True
1551,82,66,363,malo,'santa marta',False
418,57,304,121,regular,cali,False
392,46,405,448,regular,cali,True
639,42,67,62,malo,medellin,False
1440,37,154,492,malo,bogota,False
1986,32,17,240,bueno,riohacha,False
602,23,19,278,regular,riohacha,True
1111,93,431,290,regular,cartagena,True
293,37,301,95,malo,'santa marta',True
1996,32,192,219,malo,cali,False
1222,43,211,102,malo,medellin,True
677,36,400,279,bueno,cartagena,True
741,96,101,168,malo,riohacha,False
681,61,3,205,regular,'santa marta',False
867,52,273,296,malo,bogota,True
1037,94,136,362,bueno,cali,True
774,47,466,265,bueno,cartagena,True
1232,29,227,461,regular,bogota,False
1534,57,376,110,malo,barranquilla,False
758,64,67,75,malo,bogota,False
1931,50,153,192,malo,medellin,True
94,85,312,176,regular,'santa marta',True
1741,18,303,497,regular,cartagena,True
611,13,36,359,malo,medellin,False
9,75,103,381,regular,cali,False
1303,61,251,476,regular,cartagena,True
1594,37,454,199,malo,medellin,True
1779,53,147,185,regular,bogota,False
1669,11,377,290,malo,'santa marta',True
620,71,379,265,bueno,bogota,True
1305,71,459,344,bueno,'santa marta',True
1503,81,144,360,malo,'santa marta',True
269,33,181,333,malo,cartagena,False
1889,27,438,454,malo,cartagena,True
92,62,37,111,malo,medellin,False
1488,59,454,188,regular,bogota,True
1408,5,70,88,regular,cali,False
403,33,102,213,regular,'santa marta',False
132,62,250,466,regular,cartagena,False
772,82,206,101,regular,cali,True
936,47,34,66,malo,cali,False
1999,97,147,63,malo,medellin,False
287,60,428,295,malo,'santa marta',True
439,63,302,237,malo,riohacha,False
1445,42,313,407,malo,cartagena,False
4,72,417,94,bueno,barranquilla,True
1128,89,150,456,bueno,'santa marta',False
1623,39,32,201,malo,medellin,False
154,42,399,175,malo,'santa marta',True
438,58,326,407,malo,cartagena,False
604,99,218,149,malo,cali,False
29,49,9,226,regular,'santa marta',False
1903,69,38,236,bueno,bogota,False
459,96,277,370,bueno,barranquilla,True
1094,69,213,211,regular,medellin,False
364,44,324,369,bueno,bogota,True
922,70,164,142,malo,'santa marta',True
753,60,216,108,malo,'santa marta',False
928,34,191,143,malo,medellin,False
1287,49,192,226,malo,riohacha,True
141,99,295,470,bueno,riohacha,True
1088,24,124,108,malo,cartagena,False
1317,29,399,371,malo,bogota,True
13,3,90,317,regular,medellin,False
673,71,55,277,regular,riohacha,False
814,74,92,52,malo,cali,False
796,33,390,64,malo,cartagena,True
357,48,269,398,regular,bogota,False
787,85,110,357,bueno,riohacha,True
46,7,251,274,regular,barranquilla,True
682,54,144,321,malo,bogota,True
734,3,262,173,regular,cali,True
793,27,387,471,bueno,'santa marta',True
1336,1,254,462,malo,barranquilla,True
570,93,293,150,malo,'santa marta',True
185,62,145,412,malo,riohacha,False
1273,34,305,206,regular,cali,True
1559,32,42,55,regular,cali,False
1563,17,436,199,regular,'santa marta',True
240,75,207,432,malo,cali,False
1786,5,344,367,malo,riohacha,True
172,86,493,483,malo,riohacha,True
575,7,160,322,malo,barranquilla,False
887,6,155,470,malo,cartagena,False
126,72,50,97,bueno,cali,True
699,1,84,202,regular,'santa marta',False
992,34,101,133,bueno,riohacha,True
1100,9,376,263,malo,'santa marta',True
1721,67,483,185,bueno,barranquilla,True
334,17,289,378,malo,medellin,False
67,78,87,426,malo,medellin,False
636,57,230,301,malo,barranquilla,True
740,74,316,442,regular,riohacha,True
1058,47,370,87,malo,riohacha,True
1780,42,30,250,malo,bogota,False
499,26,312,61,malo,barranquilla,True
1748,69,117,52,malo,barranquilla,True
1073,23,288,255,regular,'santa marta',False
1916,18,67,305,malo,riohacha,False
256,93,35,322,regular,cali,False
371,37,19,84,bueno,'santa marta',False
1907,38,132,153,malo,barranquilla,False
1872,29,417,437,bueno,barranquilla,True
736,87,406,267,malo,bogota,False
406,48,355,240,regular,'santa marta',False
1885,78,343,112,regular,riohacha,False
1295,71,183,257,malo,barranquilla,False
1556,26,456,262,bueno,cartagena,True
1277,59,406,55,regular,'santa marta',True
1879,29,482,253,regular,medellin,True
196,70,440,475,regular,bogota,True
1409,37,44,418,regular,bogota,False
1308,13,301,279,malo,riohacha,False
1255,73,3,264,regular,cartagena,False
1855,52,432,215,regular,cali,True
584,10,258,342,malo,bogota,False
171,59,422,414,bueno,cartagena,True
333,67,452,97,bueno,'santa marta',True
988,10,416,454,regular,'santa marta',False
879,56,63,133,bueno,riohacha,False
1478,51,354,163,malo,riohacha,True
589,49,146,408,malo,'santa marta',False
1924,17,361,336,malo,cartagena,False
127,12,177,209,malo,'santa marta',True
720,75,258,266,malo,bogota,True
1235,41,230,167,malo,barranquilla,False
480,9,158,103,regular,'santa marta',False
1313,83,148,157,regular,cartagena,False
331,8,345,414,regular,'santa marta',False
1743,37,143,172,regular,'santa marta',False
1383,48,152,468,regular,barranquilla,True
538,92,49,186,malo,barranquilla,True
1237,11,310,108,regular,bogota,False
410,26,330,339,bueno,medellin,True
263,67,497,201,regular,medellin,True
1513,1,294,182,regular,riohacha,False
1511,40,495,390,malo,cali,True
1871,98,172,256,malo,riohacha,False
72,2,243,204,regular,cali,True
1266,90,158,368,regular,medellin,True
811,53,288,446,bueno,medellin,True
539,32,154,460,malo,medellin,False
966,3,242,474,regular,barranquilla,True
1369,35,129,286,bueno,cartagena,False
1914,24,76,231,malo,barranquilla,False
1884,47,301,214,bueno,bogota,True
1640,3,102,295,regular,riohacha,False
1657,68,227,66,bueno,cali,True
1422,59,178,345,malo,bogota,False
935,26,196,255,bueno,riohacha,False
790,89,238,103,malo,cartagena,False
1374,46,297,311,bueno,'santa marta',False
1131,72,22,175,malo,riohacha,False
1611,66,101,60,malo,riohacha,False
56,90,410,154,regular,barranquilla,True
1829,37,203,435,malo,cali,True
325,68,303,141,malo,riohacha,False
862,79,97,348,malo,bogota,False
1081,65,402,65,malo,'santa marta',True
1350,32,69,327,regular,riohacha,False
133,88,117,457,regular,'santa marta',False
220,81,1,118,regular,bogota,False
453,8,281,76,regular,medellin,True
1937,53,218,236,regular,cali,False
644,5,342,187,regular,riohacha,True
726,18,323,244,malo,bogota,False
1004,56,17,95,regular,cali,False
1314,62,240,452,malo,barranquilla,False
350,30,454,62,regular,medellin,True
847,23,457,68,bueno,cali,True
1508,66,86,434,regular,riohacha,False
747,8,42,192,regular,barranquilla,False
416,60,282,124,regular,barranquilla,True
1001,64,408,196,malo,riohacha,True
512,76,172,490,malo,cali,True
1864,51,255,318,malo,riohacha,False
513,16,376,290,bueno,riohacha,True
1765,6,251,284,regular,barranquilla,False
689,67,118,219,bueno,barranquilla,False
1487,36,98,199,bueno,cali,False
100,89,243,333,regular,cartagena,True
469,19,52,362,bueno,'santa marta',False
1960,64,49,390,malo,barranquilla,False
568,90,150,284,malo,cali,False
1360,59,356,56,regular,'santa marta',True
1935,64,268,418,malo,bogota,True
1196,27,66,92,regular,medellin,False
177,62,111,492,regular,'santa marta',False
1934,93,61,318,malo,barranquilla,False
137,86,335,205,regular,'santa marta',False
1758,56,252,421,regular,riohacha,False
1243,36,430,263,regular,riohacha,True
1462,98,396,231,malo,riohacha,True
1403,2,182,90,regular,cartagena,False
647,93,215,352,malo,medellin,True
1178,97,3,388,malo,'santa marta',False
143,78,243,370,regular,bogota,True
517,85,379,145,malo,cartagena,True
1031,84,111,118,malo,riohacha,True
1950,9,142,465,regular,'santa marta',False
1745,48,21,270,bueno,riohacha,False
219,56,460,117,regular,riohacha,True
257,3,198,148,regular,bogota,False
444,86,493,160,regular,riohacha,True
1587,31,432,153,regular,riohacha,False
826,65,43,99,regular,bogota,False
607,62,288,65,regular,medellin,True
1827,79,89,286,malo,barranquilla,False
417,7,328,404,regular,bogota,True
323,41,26,268,malo,medellin,False
1731,11,1,165,regular,'santa marta',False
121,5,364,90,malo,cali,True
1292,28,350,147,malo,'santa marta',False
1215,90,20,228,bueno,bogota,True
1242,90,38,68,malo,bogota,False
1217,62,400,377,bueno,barranquilla,True
752,58,158,66,malo,medellin,False
943,81,233,131,regular,barranquilla,False
1915,12,429,430,malo,'santa marta',True
1400,69,394,322,bueno,cartagena,True
1641,45,223,434,regular,riohacha,True
373,93,482,335,malo,bogota,False
485,34,132,63,regular,medellin,True
149,27,131,251,bueno,'santa marta',False
1026,36,352,230,regular,bogota,True
1257,9,229,264,regular,medellin,True
1613,99,380,216,malo,cali,False
708,38,460,65,bueno,medellin,True
1021,55,491,53,regular,cartagena,True
902,56,79,140,regular,medellin,False
1216,13,75,259,bueno,bogota,True
19,38,106,152,regular,barranquilla,False
1992,20,183,99,malo,'santa marta',True
1772,59,46,208,malo,bogota,False
1738,5,4,94,bueno,riohacha,False
765,77,405,409,malo,'santa marta',False
1435,26,143,387,malo,cartagena,False
436,51,432,429,malo,bogota,True
1495,22,5,184,bueno,'santa marta',False
68,81,12,88,regular,barranquilla,False
227,96,107,358,bueno,bogota,True
105,45,447,469,malo,cali,True
376,95,489,352,malo,cartagena,True
742,16,244,182,bueno,riohacha,True
550,43,345,161,regular,bogota,True
1798,82,275,314,regular,cali,False
315,93,119,448,regular,cartagena,False
1486,11,17,112,malo,cartagena,False
1380,14,57,332,regular,riohacha,False
1379,85,188,419,malo,riohacha,False
1104,35,32,485,regular,bogota,False
1582,99,72,161,bueno,riohacha,False
1849,64,255,418,bueno,medellin,True
727,47,180,462,bueno,'santa marta',False
1019,95,28,73,regular,barranquilla,False
1357,67,74,418,malo,riohacha,False
1323,40,359,183,bueno,cartagena,True
1629,57,16,495,regular,cartagena,False
1020,24,51,73,regular,cali,False
1517,42,99,291,malo,medellin,False
1790,23,215,404,regular,'santa marta',True
1352,7,320,147,malo,cartagena,True
1450,37,69,313,malo,cali,False
1861,6,494,454,regular,medellin,True
1319,45,47,358,malo,barranquilla,False
1079,2,273,277,malo,cali,False
358,19,73,263,malo,cartagena,False
1881,75,480,77,malo,medellin,True
1612,55,416,255,bueno,riohacha,True
1148,51,44,125,regular,cartagena,False
1361,72,70,354,malo,riohacha,False
1375,16,182,225,regular,barranquilla,False
997,41,43,270,regular,bogota,False
1880,29,216,210,malo,cali,False
1015,75,399,89,regular,cali,False
1288,29,19,253,malo,riohacha,False
1250,55,119,190,malo,'santa marta',False
1823,98,320,153,regular,cali,False
1656,88,133,331,regular,'santa marta',False
1970,38,295,220,bueno,barranquilla,True
1387,7,414,458,regular,bogota,True
458,6,324,344,malo,riohacha,False
865,63,103,499,bueno,'santa marta',True
724,20,449,181,regular,bogota,True
115,11,445,403,malo,cartagena,True
658,40,150,447,malo,medellin,False
1047,45,292,152,malo,cartagena,False
857,38,371,108,malo,medellin,False
927,46,395,166,bueno,cali,True
565,35,119,72,malo,medellin,False
768,13,347,461,regular,riohacha,True
878,10,178,236,malo,cartagena,False
194,77,424,294,malo,barranquilla,True
1865,75,149,460,bueno,cartagena,False
1446,41,165,370,malo,cali,False
1265,25,162,387,bueno,bogota,True
1593,3,468,143,malo,cartagena,True
481,12,146,101,malo,bogota,False
817,85,334,57,regular,cartagena,True
1036,6,223,218,malo,cartagena,False
882,17,191,391,regular,riohacha,True
85,14,307,468,malo,barranquilla,False
1562,71,167,88,regular,medellin,False
